time;approach;version;n_envs;max_mean_reward;mean_reward;epoch;epochs;attempt;total_timesteps;filename
1702238234.2859359;PPO;env;4;-2.822639333099809;[-2.82263933 -2.83391382 -2.82798778 -2.84106199];56;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702238515.498963;PPO;env;4;-2.8214563567743753;[-2.82145636 -2.83449108 -2.8278765  -2.84046145];57;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702238796.122607;PPO;env;4;-2.822528707602915;[-2.82252871 -2.8341649  -2.82859234 -2.84107997];58;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702239080.8017945;PPO;env;4;-2.824103842028365;[-2.82410384 -2.83293783 -2.8299691  -2.84102215];59;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702239366.858609;PPO;env;4;-2.8251753257721792;[-2.82517533 -2.83218515 -2.8298176  -2.84015322];60;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702239653.2664146;PPO;env;4;-2.8250582942606175;[-2.82505829 -2.83203443 -2.82999158 -2.83810329];61;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702239937.126986;PPO;env;4;-2.8248531782374413;[-2.82485318 -2.83328497 -2.83010857 -2.83820814];62;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702240220.874965;PPO;env;4;-2.8262378747583514;[-2.82623787 -2.83256647 -2.83064512 -2.83785756];63;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702240507.545813;PPO;env;4;-2.82646841901544;[-2.82646842 -2.83259652 -2.83099714 -2.83729891];64;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702240791.3718212;PPO;env;4;-2.8282828621029243;[-2.82828286 -2.83299862 -2.83003624 -2.83847362];65;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702241077.1181166;PPO;env;4;-2.8290879543786516;[-2.82925157 -2.83372487 -2.82908795 -2.83869498];66;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702241364.7501519;PPO;env;4;-2.8285221936165286;[-2.82852219 -2.83352859 -2.82913905 -2.83864578];67;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702241649.1321926;PPO;env;4;-2.8285916880818696;[-2.82899496 -2.83224183 -2.82859169 -2.8377076 ];68;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702241935.299788;PPO;env;4;-2.8277556992162287;[-2.82791041 -2.83181958 -2.8277557  -2.83784963];69;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702242220.3356946;PPO;env;4;-2.8281468419326186;[-2.82814684 -2.83185795 -2.82854276 -2.83661882];70;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702242505.0113692;PPO;env;4;-2.8279612308252733;[-2.82796123 -2.83281479 -2.82925939 -2.83531289];71;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702242792.2398443;PPO;env;4;-2.827747955283491;[-2.82774796 -2.83189788 -2.82887337 -2.83482801];72;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702243077.74721;PPO;env;4;-2.828476765948287;[-2.82847677 -2.83195893 -2.82906014 -2.83430802];73;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702243364.212341;PPO;env;4;-2.82833058543532;[-2.82833059 -2.83171196 -2.82952342 -2.83413417];74;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702243653.5243294;PPO;env;4;-2.8289526132388705;[-2.82895261 -2.83186116 -2.82974258 -2.83305322];75;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702243941.131207;PPO;env;4;-2.8292018012942584;[-2.8292018  -2.83152884 -2.83088252 -2.83332986];76;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702244227.867196;PPO;env;4;-2.830096920536353;[-2.83009692 -2.83161534 -2.83062483 -2.83342679];77;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702244517.4182308;PPO;env;4;-2.8297326904620994;[-2.82973269 -2.83160478 -2.83195941 -2.83347687];78;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702244802.0529058;PPO;env;4;-2.829365335007777;[-2.82936534 -2.83059397 -2.83133713 -2.83302266];79;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702245087.4258325;PPO;env;4;-2.829161006234996;[-2.82916101 -2.82999855 -2.83189965 -2.83327951];80;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702245369.5728524;PPO;env;4;-2.8290087803181505;[-2.82900878 -2.83004878 -2.83188827 -2.83230775];81;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702245657.3316917;PPO;env;4;-2.8287533103860483;[-2.82875331 -2.82989989 -2.83228432 -2.83265451];82;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702245943.7792218;PPO;env;4;-2.8279858845457233;[-2.82798588 -2.83016681 -2.83180633 -2.83279048];83;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702246232.511536;PPO;env;4;-2.8276689881798363;[-2.82766899 -2.8295717  -2.83268935 -2.83296511];84;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702246523.0011973;PPO;env;4;-2.8269627577300676;[-2.82696276 -2.82914466 -2.83261149 -2.83220166];85;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702246812.5460358;PPO;env;4;-2.8270221489341023;[-2.82702215 -2.82991937 -2.83281283 -2.8329701 ];86;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702247098.1539226;PPO;env;4;-2.826815035292031;[-2.82681504 -2.83100488 -2.83134467 -2.83417996];87;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702247389.6428318;PPO;env;4;-2.8268883155065674;[-2.82688832 -2.83085616 -2.83194354 -2.83354976];88;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702247681.0801296;PPO;env;4;-2.8264184734375926;[-2.82641847 -2.83086011 -2.83265266 -2.83321945];89;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702247981.3557196;PPO;env;4;-2.827876989176078;[-2.82787699 -2.83155    -2.83219083 -2.83261135];90;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702248271.78535;PPO;env;4;-2.8284148856297033;[-2.82841489 -2.83151664 -2.83203749 -2.83264665];91;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702248577.2165399;PPO;env;4;-2.828688242590439;[-2.82868824 -2.83088807 -2.83202402 -2.83348028];92;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702248874.6299622;PPO;env;4;-2.8295983768094612;[-2.82959838 -2.83057949 -2.83195182 -2.83264585];93;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702249171.624808;PPO;env;4;-2.82978024198215;[-2.83020703 -2.82978024 -2.8324244  -2.8334703 ];94;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702249466.1857376;PPO;env;4;-2.8293005370325672;[-2.82943951 -2.82930054 -2.83206062 -2.83357061];95;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702249758.780708;PPO;env;4;-2.829182277751936;[-2.82966789 -2.82918228 -2.83142785 -2.83374286];96;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702250053.5409265;PPO;env;4;-2.82906368094291;[-2.82906368 -2.82960007 -2.83171808 -2.8334735 ];97;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702250347.584063;PPO;env;4;-2.829999527128558;[-2.83003625 -2.82999953 -2.83155941 -2.83227307];98;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702250646.5757632;PPO;env;4;-2.829784067752032;[-2.83035987 -2.82978407 -2.83179967 -2.83234584];99;100;0;10000.0;./weights/PPO-env-4-LND.sav
1702250945.428921;PPO;env;4;-2.830472094605509;[-2.83068029 -2.83047209 -2.83169125 -2.83185491];100;100;0;10000.0;./weights/PPO-env-4-LND.sav
