time;approach;version;n_envs;max_mean_reward;mean_reward;epoch;epochs;attempt;total_timesteps;filename
1702446949.1236322;PPO;env;4;2.63110363956905;[2.62645083 2.62613915 2.63110364 2.62677398];101;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702447250.74015;PPO;env;4;2.631161397401242;[2.62610597 2.62569752 2.6311614  2.62688464];102;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702447546.4153037;PPO;env;4;2.631462250216434;[2.62600676 2.62573559 2.63146225 2.62714842];103;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702447839.730158;PPO;env;4;2.631427288041927;[2.62591528 2.62588876 2.63142729 2.62695116];104;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702448132.9178102;PPO;env;4;2.631436982846286;[2.62610915 2.62584944 2.63143698 2.62703409];105;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702448430.9046712;PPO;env;4;2.631316304922679;[2.62605919 2.62595946 2.6313163  2.62689135];106;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702448729.0416183;PPO;env;4;2.6312264178649722;[2.62600807 2.62621794 2.63122642 2.62664469];107;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702449029.1068869;PPO;env;4;2.6311550855664474;[2.62583022 2.62625125 2.63115509 2.62654246];108;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702449324.6265113;PPO;env;4;2.63080602366147;[2.62591576 2.62621249 2.63080602 2.62658323];109;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702449622.2774959;PPO;env;4;2.6306691289339215;[2.62548211 2.62614745 2.63066913 2.6265434 ];110;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702449921.356594;PPO;env;4;2.6306206524886506;[2.6253188  2.62614349 2.63062065 2.62676014];111;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702450219.1567369;PPO;env;4;2.630484225624469;[2.62540551 2.62600213 2.63048423 2.62664977];112;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702450515.1720743;PPO;env;4;2.6305681592891634;[2.62525527 2.6262857  2.63056816 2.62657097];113;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702450817.6442218;PPO;env;4;2.6303994234355876;[2.62519381 2.6265454  2.63039942 2.62648053];114;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702451122.095859;PPO;env;4;2.630300033677084;[2.62509044 2.62641166 2.63030003 2.62664174];115;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702451423.6028507;PPO;env;4;2.630163493727224;[2.62516532 2.62613233 2.63016349 2.62661735];116;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702451721.574825;PPO;env;4;2.6299685267035207;[2.62521871 2.62621744 2.62996853 2.6268321 ];117;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702452024.7911131;PPO;env;4;2.629973905921172;[2.62532741 2.62629576 2.62997391 2.62683211];118;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702452329.7161372;PPO;env;4;2.63006104522389;[2.62529059 2.62638277 2.63006105 2.62655584];119;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702452635.278008;PPO;env;4;2.630188500575265;[2.62517301 2.62612596 2.6301885  2.62652521];120;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
1702452934.8726678;PPO;env;4;2.63003582411853;[2.62520513 2.62620032 2.63003582 2.62644182];121;1000;0;10000.0;./weights/PPO-env-4-CLN.sav
